timestamp,date,version,fees_usd
1687996800,2023-06-29,Frax Swap,3279.0
1687996800,2023-06-29,Frax Ether,290122.0
1688083200,2023-06-30,Frax Swap,10079.0
1688169600,2023-07-01,Frax Swap,3386.0
1688256000,2023-07-02,Frax Swap,4180.0
1688342400,2023-07-03,Frax Swap,10066.0
1688428800,2023-07-04,Frax Swap,8304.0
1688515200,2023-07-05,Frax Swap,5340.0
1688601600,2023-07-06,Frax Swap,13298.0
1688601600,2023-07-06,Frax Ether,324897.0
1688688000,2023-07-07,Frax Swap,7133.0
1688774400,2023-07-08,Frax Swap,3200.0
1688860800,2023-07-09,Frax Swap,3710.0
1688947200,2023-07-10,Frax Swap,7433.0
1689033600,2023-07-11,Frax Swap,4024.0
1689120000,2023-07-12,Frax Swap,3996.0
1689206400,2023-07-13,Frax Swap,10009.0
1689206400,2023-07-13,Frax Ether,334901.0
1689292800,2023-07-14,Frax Swap,10850.0
1689379200,2023-07-15,Frax Swap,4821.0
1689465600,2023-07-16,Frax Swap,3461.0
1689552000,2023-07-17,Frax Swap,5260.0
1689638400,2023-07-18,Frax Swap,2803.0
1689724800,2023-07-19,Frax Swap,5207.0
1689811200,2023-07-20,Frax Swap,5991.0
1689811200,2023-07-20,Frax Ether,335875.0
1689897600,2023-07-21,Frax Swap,3280.0
1689984000,2023-07-22,Frax Swap,2267.0
1690070400,2023-07-23,Frax Swap,2986.0
1690156800,2023-07-24,Frax Swap,3493.0
1690243200,2023-07-25,Frax Swap,4144.0
1690329600,2023-07-26,Frax Swap,5007.0
1690416000,2023-07-27,Frax Swap,5761.0
1690416000,2023-07-27,Frax Ether,321669.0
1690502400,2023-07-28,Frax Swap,5352.0
1690588800,2023-07-29,Frax Swap,7358.0
1690675200,2023-07-30,Frax Swap,10300.0
1690761600,2023-07-31,Frax Swap,17145.0
1690848000,2023-08-01,Frax Swap,26964.0
1690934400,2023-08-02,Frax Swap,9907.0
1691020800,2023-08-03,Frax Swap,24866.0
1691020800,2023-08-03,Frax Ether,337449.0
1691107200,2023-08-04,Frax Swap,10924.0
1691193600,2023-08-05,Frax Swap,9905.0
1691280000,2023-08-06,Frax Swap,6003.0
1691366400,2023-08-07,Frax Swap,6350.0
1691452800,2023-08-08,Frax Swap,6408.0
1691539200,2023-08-09,Frax Swap,10647.0
1691625600,2023-08-10,Frax Swap,2774.0
1691625600,2023-08-10,Frax Ether,342225.0
1691712000,2023-08-11,Frax Swap,3249.0
1691798400,2023-08-12,Frax Swap,2277.0
1691884800,2023-08-13,Frax Swap,2278.0
1691971200,2023-08-14,Frax Swap,8871.0
1692057600,2023-08-15,Frax Swap,11269.0
1692144000,2023-08-16,Frax Swap,8118.0
1692230400,2023-08-17,Frax Swap,15326.0
1692230400,2023-08-17,Frax Ether,321758.0
1692316800,2023-08-18,Frax Swap,7332.0
1692403200,2023-08-19,Frax Swap,3944.0
1692489600,2023-08-20,Frax Swap,4669.0
1692576000,2023-08-21,Frax Swap,3681.0
1692662400,2023-08-22,Frax Swap,6109.0
1692748800,2023-08-23,Frax Swap,4488.0
1692835200,2023-08-24,Frax Swap,4286.0
1692835200,2023-08-24,Frax Ether,298731.0
1692921600,2023-08-25,Frax Swap,3853.0
1693008000,2023-08-26,Frax Swap,2113.0
1693094400,2023-08-27,Frax Swap,2157.0
1693180800,2023-08-28,Frax Swap,2122.0
1693267200,2023-08-29,Frax Swap,6662.0
1693353600,2023-08-30,Frax Swap,2230.0
1693440000,2023-08-31,Frax Swap,3226.0
1693440000,2023-08-31,Frax Ether,299716.0
1693526400,2023-09-01,Frax Swap,3101.0
1693612800,2023-09-02,Frax Swap,1554.0
1693699200,2023-09-03,Frax Swap,5177.0
1693785600,2023-09-04,Frax Swap,8896.0
1693872000,2023-09-05,Frax Swap,3340.0
1693958400,2023-09-06,Frax Swap,4251.0
1694044800,2023-09-07,Frax Swap,4517.0
1694044800,2023-09-07,Frax Ether,280011.0
1694131200,2023-09-08,Frax Swap,5694.0
1694217600,2023-09-09,Frax Swap,1394.0
1694304000,2023-09-10,Frax Swap,4298.0
1694390400,2023-09-11,Frax Swap,4243.0
1694476800,2023-09-12,Frax Swap,3182.0
1694563200,2023-09-13,Frax Swap,4121.0
1694649600,2023-09-14,Frax Swap,2334.0
1694649600,2023-09-14,Frax Ether,281124.0
1694736000,2023-09-15,Frax Swap,2891.0
1694822400,2023-09-16,Frax Swap,1543.0
1694908800,2023-09-17,Frax Swap,1343.0
1694995200,2023-09-18,Frax Swap,2763.0
1695081600,2023-09-19,Frax Swap,3413.0
1695168000,2023-09-20,Frax Swap,3230.0
1695254400,2023-09-21,Frax Swap,8674.0
1695254400,2023-09-21,Frax Ether,288719.0
1695340800,2023-09-22,Frax Swap,4306.0
1695427200,2023-09-23,Frax Swap,3037.0
1695513600,2023-09-24,Frax Swap,2611.0
1695600000,2023-09-25,Frax Swap,3819.0
1695686400,2023-09-26,Frax Swap,5534.0
1695772800,2023-09-27,Frax Swap,5359.0
1695859200,2023-09-28,Frax Swap,4409.0
1695859200,2023-09-28,Frax Ether,257527.0
1695945600,2023-09-29,Frax Swap,5900.0
1696032000,2023-09-30,Frax Swap,6401.0
1696118400,2023-10-01,Frax Swap,6882.0
1696204800,2023-10-02,Frax Swap,6715.0
1696291200,2023-10-03,Frax Swap,3720.0
1696377600,2023-10-04,Frax Swap,6568.0
1696464000,2023-10-05,Frax Swap,5685.0
1696464000,2023-10-05,Frax Ether,274985.0
1696550400,2023-10-06,Frax Swap,2805.0
1696636800,2023-10-07,Frax Swap,1310.0
1696723200,2023-10-08,Frax Swap,1278.0
1696809600,2023-10-09,Frax Swap,4709.0
1696896000,2023-10-10,Frax Swap,3835.0
1696982400,2023-10-11,Frax Swap,6124.0
1697068800,2023-10-12,Frax Swap,12107.0
1697068800,2023-10-12,Frax Ether,259560.0
1697155200,2023-10-13,Frax Swap,11054.0
1697241600,2023-10-14,Frax Swap,3181.0
1697328000,2023-10-15,Frax Swap,6842.0
1697414400,2023-10-16,Frax Swap,10488.0
1697500800,2023-10-17,Frax Swap,4940.0
1697587200,2023-10-18,Frax Swap,2480.0
1697673600,2023-10-19,Frax Swap,3329.0
1697673600,2023-10-19,Frax Ether,269585.0
1697760000,2023-10-20,Frax Swap,3756.0
1697846400,2023-10-21,Frax Swap,2624.0
1697932800,2023-10-22,Frax Swap,3445.0
1698019200,2023-10-23,Frax Swap,6508.0
1698105600,2023-10-24,Frax Swap,11456.0
1698192000,2023-10-25,Frax Swap,9032.0
1698278400,2023-10-26,Frax Swap,9417.0
1698278400,2023-10-26,Frax Ether,287673.0
1698364800,2023-10-27,Frax Swap,4727.0
1698451200,2023-10-28,Frax Swap,3329.0
1698537600,2023-10-29,Frax Swap,4038.0
1698624000,2023-10-30,Frax Swap,6272.0
1698710400,2023-10-31,Frax Swap,7072.0
1698796800,2023-11-01,Frax Swap,9474.0
1698883200,2023-11-02,Frax Swap,13183.0
1698883200,2023-11-02,Frax Ether,342476.0
1698969600,2023-11-03,Frax Swap,6602.0
1699056000,2023-11-04,Frax Swap,6353.0
1699142400,2023-11-05,Frax Swap,6318.0
1699228800,2023-11-06,Frax Swap,11162.0
1699315200,2023-11-07,Frax Swap,7390.0
1699401600,2023-11-08,Frax Swap,5417.0
1699488000,2023-11-09,Frax Swap,16138.0
1699488000,2023-11-09,Frax Ether,364371.0
1699574400,2023-11-10,Frax Swap,21149.0
1699660800,2023-11-11,Frax Swap,10514.0
1699747200,2023-11-12,Frax Swap,8171.0
1699833600,2023-11-13,Frax Swap,23252.0
1699920000,2023-11-14,Frax Swap,20448.0
1700006400,2023-11-15,Frax Swap,14696.0
1700092800,2023-11-16,Frax Swap,12645.0
1700092800,2023-11-16,Frax Ether,398715.0
1700179200,2023-11-17,Frax Swap,11351.0
1700265600,2023-11-18,Frax Swap,7514.0
1700352000,2023-11-19,Frax Swap,6457.0
1700438400,2023-11-20,Frax Swap,9793.0
1700524800,2023-11-21,Frax Swap,13676.0
1700611200,2023-11-22,Frax Swap,14034.0
1700697600,2023-11-23,Frax Swap,8963.0
1700697600,2023-11-23,Frax Ether,385855.0
1700784000,2023-11-24,Frax Swap,6480.0
1700870400,2023-11-25,Frax Swap,4281.0
1700956800,2023-11-26,Frax Swap,3762.0
1701043200,2023-11-27,Frax Swap,7643.0
1701129600,2023-11-28,Frax Swap,4982.0
1701216000,2023-11-29,Frax Swap,5302.0
1701302400,2023-11-30,Frax Swap,4292.0
1701302400,2023-11-30,Frax Ether,365945.0
1701388800,2023-12-01,Frax Swap,8565.0
1701475200,2023-12-02,Frax Swap,5071.0
1701561600,2023-12-03,Frax Swap,6611.0
1701648000,2023-12-04,Frax Swap,18150.0
1701734400,2023-12-05,Frax Swap,9546.0
1701820800,2023-12-06,Frax Swap,10639.0
1701907200,2023-12-07,Frax Swap,11779.0
1701907200,2023-12-07,Frax Ether,433581.0
1701993600,2023-12-08,Frax Swap,5105.0
1702080000,2023-12-09,Frax Swap,8979.0
1702166400,2023-12-10,Frax Swap,7976.0
1702252800,2023-12-11,Frax Swap,20563.0
1702339200,2023-12-12,Frax Swap,11896.0
1702425600,2023-12-13,Frax Swap,10975.0
1702512000,2023-12-14,Frax Swap,10803.0
1702512000,2023-12-14,Frax Ether,412204.0
1702598400,2023-12-15,Frax Swap,7137.0
1702684800,2023-12-16,Frax Swap,4867.0
1702771200,2023-12-17,Frax Swap,5458.0
1702857600,2023-12-18,Frax Swap,10097.0
1702944000,2023-12-19,Frax Swap,6786.0
1703030400,2023-12-20,Frax Swap,8106.0
1703116800,2023-12-21,Frax Swap,6583.0
1703116800,2023-12-21,Frax Ether,438174.0
1703203200,2023-12-22,Frax Swap,11242.0
1703289600,2023-12-23,Frax Swap,4226.0
1703376000,2023-12-24,Frax Swap,7225.0
1703462400,2023-12-25,Frax Swap,5830.0
1703548800,2023-12-26,Frax Swap,28184.0
1703635200,2023-12-27,Frax Swap,10799.0
1703721600,2023-12-28,Frax Swap,14598.0
1703721600,2023-12-28,Frax Ether,435716.0
1703808000,2023-12-29,Frax Swap,8631.0
1703894400,2023-12-30,Frax Swap,5216.0
1703980800,2023-12-31,Frax Swap,4269.0
1704067200,2024-01-01,Frax Swap,4425.0
1704153600,2024-01-02,Frax Swap,10818.0
1704240000,2024-01-03,Frax Swap,17028.0
1704326400,2024-01-04,Frax Swap,13044.0
1704326400,2024-01-04,Frax Ether,395958.0
1704412800,2024-01-05,Frax Swap,8398.0
1704499200,2024-01-06,Frax Swap,5984.0
1704585600,2024-01-07,Frax Swap,5031.0
1704672000,2024-01-08,Frax Swap,10107.0
1704758400,2024-01-09,Frax Swap,11766.0
1704844800,2024-01-10,Frax Swap,19988.0
1704931200,2024-01-11,Frax Swap,22600.0
1704931200,2024-01-11,Frax Ether,521197.0
1705017600,2024-01-12,Frax Swap,21869.0
1705104000,2024-01-13,Frax Swap,11314.0
1705190400,2024-01-14,Frax Swap,6504.0
1705276800,2024-01-15,Frax Swap,14842.0
1705363200,2024-01-16,Frax Swap,6132.0
1705449600,2024-01-17,Frax Swap,4608.0
1705536000,2024-01-18,Frax Swap,15310.0
1705536000,2024-01-18,Frax Ether,483601.0
1705622400,2024-01-19,Frax Swap,9967.0
1705708800,2024-01-20,Frax Swap,6012.0
1705795200,2024-01-21,Frax Swap,6420.0
1705881600,2024-01-22,Frax Swap,21333.0
1705968000,2024-01-23,Frax Swap,14761.0
1706054400,2024-01-24,Frax Swap,16666.0
1706140800,2024-01-25,Frax Swap,10832.0
1706140800,2024-01-25,Frax Ether,404529.0
1706227200,2024-01-26,Frax Swap,9433.0
1706313600,2024-01-27,Frax Swap,8939.0
1706400000,2024-01-28,Frax Swap,4549.0
1706486400,2024-01-29,Frax Swap,6255.0
1706572800,2024-01-30,Frax Swap,8935.0
1706659200,2024-01-31,Frax Swap,10130.0
1706745600,2024-02-01,Frax Swap,5593.0
1706745600,2024-02-01,Frax Ether,412377.0
1706832000,2024-02-02,Frax Swap,6716.0
1706918400,2024-02-03,Frax Swap,4968.0
1707004800,2024-02-04,Frax Swap,3329.0
1707091200,2024-02-05,Frax Swap,14372.0
1707177600,2024-02-06,Frax Swap,13865.0
1707264000,2024-02-07,Frax Swap,7094.0
1707350400,2024-02-08,Frax Swap,12770.0
1707350400,2024-02-08,Frax Ether,434876.0
1707436800,2024-02-09,Frax Swap,6888.0
1707523200,2024-02-10,Frax Swap,2780.0
1707782400,2024-02-13,Frax Swap,5151.0
1707868800,2024-02-14,Frax Swap,7565.0
1707955200,2024-02-15,Frax Swap,6946.0
1707955200,2024-02-15,Frax Ether,536139.0
1708041600,2024-02-16,Frax Swap,9587.0
1708128000,2024-02-17,Frax Swap,5377.0
1708214400,2024-02-18,Frax Swap,4819.0
1708300800,2024-02-19,Frax Swap,8023.0
1708387200,2024-02-20,Frax Swap,9498.0
1708473600,2024-02-21,Frax Swap,11399.0
1708560000,2024-02-22,Frax Swap,21217.0
1708560000,2024-02-22,Frax Ether,533863.0
1708646400,2024-02-23,Frax Swap,14305.0
1708732800,2024-02-24,Frax Swap,14368.0
1708819200,2024-02-25,Frax Swap,10087.0
1708905600,2024-02-26,Frax Swap,25552.0
1708992000,2024-02-27,Frax Swap,10473.0
1709078400,2024-02-28,Frax Swap,16419.0
1709164800,2024-02-29,Frax Swap,14672.0
1709164800,2024-02-29,Frax Ether,631319.0
1709251200,2024-03-01,Frax Swap,7857.0
1709337600,2024-03-02,Frax Swap,5131.0
1709424000,2024-03-03,Frax Swap,10639.0
1709510400,2024-03-04,Frax Swap,8770.0
1709596800,2024-03-05,Frax Swap,29567.0
1709683200,2024-03-06,Frax Swap,11954.0
1709769600,2024-03-07,Frax Swap,12808.0
1709769600,2024-03-07,Frax Ether,897727.0
1709856000,2024-03-08,Frax Swap,10239.0
1709942400,2024-03-09,Frax Swap,30391.0
1710028800,2024-03-10,Frax Swap,27630.0
1710115200,2024-03-11,Frax Swap,21516.0
1710201600,2024-03-12,Frax Swap,22126.0
1710201600,2024-03-12,Frax Ether,0.0
1710288000,2024-03-13,Frax Swap,22191.0
1710288000,2024-03-13,Frax Ether,0.0
1710374400,2024-03-14,Frax Swap,18402.0
1710374400,2024-03-14,Frax Ether,0.0
1710460800,2024-03-15,Frax Swap,21412.0
1710460800,2024-03-15,Frax Ether,768309.0
1710547200,2024-03-16,Frax Swap,11701.0
1710547200,2024-03-16,Frax Ether,0.0
1710633600,2024-03-17,Frax Swap,13415.0
1710633600,2024-03-17,Frax Ether,0.0
1710720000,2024-03-18,Frax Swap,10768.0
1710720000,2024-03-18,Frax Ether,0.0
1710806400,2024-03-19,Frax Swap,29829.0
1710806400,2024-03-19,Frax Ether,0.0
1710892800,2024-03-20,Frax Swap,14471.0
1710892800,2024-03-20,Frax Ether,0.0
1710979200,2024-03-21,Frax Swap,14918.0
1710979200,2024-03-21,Frax Ether,568763.0
1711065600,2024-03-22,Frax Swap,11904.0
1711065600,2024-03-22,Frax Ether,0.0
1711152000,2024-03-23,Frax Swap,5112.0
1711152000,2024-03-23,Frax Ether,0.0
1711238400,2024-03-24,Frax Swap,5054.0
1711238400,2024-03-24,Frax Ether,0.0
1711324800,2024-03-25,Frax Swap,5123.0
1711324800,2024-03-25,Frax Ether,0.0
1711411200,2024-03-26,Frax Swap,8879.0
1711411200,2024-03-26,Frax Ether,0.0
1711497600,2024-03-27,Frax Swap,11622.0
1711497600,2024-03-27,Frax Ether,0.0
1711584000,2024-03-28,Frax,0.0
1711584000,2024-03-28,Frax Swap,4392.0
1711584000,2024-03-28,Frax Ether,609724.0
1711670400,2024-03-29,Frax,0.0
1711670400,2024-03-29,Frax Swap,6681.0
1711670400,2024-03-29,Frax Ether,0.0
1711756800,2024-03-30,Frax,0.0
1711756800,2024-03-30,Frax Swap,3239.0
1711756800,2024-03-30,Frax Ether,0.0
1711843200,2024-03-31,Frax,0.0
1711843200,2024-03-31,Frax Swap,2028.0
1711843200,2024-03-31,Frax Ether,0.0
1711929600,2024-04-01,Frax,0.0
1711929600,2024-04-01,Frax Swap,6621.0
1711929600,2024-04-01,Frax Ether,0.0
1712016000,2024-04-02,Frax,0.0
1712016000,2024-04-02,Frax Swap,9998.0
1712016000,2024-04-02,Frax Ether,0.0
1712102400,2024-04-03,Frax,25524.0
1712102400,2024-04-03,Frax Swap,8225.0
1712102400,2024-04-03,Frax Ether,0.0
1712188800,2024-04-04,Frax,24488.0
1712188800,2024-04-04,Frax Swap,6053.0
1712188800,2024-04-04,Frax Ether,613175.0
1712275200,2024-04-05,Frax,24217.0
1712275200,2024-04-05,Frax Swap,8643.0
1712275200,2024-04-05,Frax Ether,0.0
1712361600,2024-04-06,Frax,23958.0
1712361600,2024-04-06,Frax Swap,1836.0
1712361600,2024-04-06,Frax Ether,0.0
1712448000,2024-04-07,Frax,24179.0
1712448000,2024-04-07,Frax Swap,1972.0
1712448000,2024-04-07,Frax Ether,0.0
1712534400,2024-04-08,Frax,24422.0
1712534400,2024-04-08,Frax Swap,4403.0
1712534400,2024-04-08,Frax Ether,0.0
1712620800,2024-04-09,Frax,24679.0
1712620800,2024-04-09,Frax Swap,10729.0
1712620800,2024-04-09,Frax Ether,0.0
1712707200,2024-04-10,Frax,24576.0
1712707200,2024-04-10,Frax Swap,25486.0
1712707200,2024-04-10,Frax Ether,0.0
1712793600,2024-04-11,Frax,24805.0
1712793600,2024-04-11,Frax Swap,3981.0
1712793600,2024-04-11,Frax Ether,483401.0
1712880000,2024-04-12,Frax,25232.0
1712880000,2024-04-12,Frax Swap,15295.0
1712880000,2024-04-12,Frax Ether,0.0
1712966400,2024-04-13,Frax,26399.0
1712966400,2024-04-13,Frax Swap,27661.0
1712966400,2024-04-13,Frax Ether,0.0
1713052800,2024-04-14,Frax,23851.0
1713052800,2024-04-14,Frax Swap,13366.0
1713052800,2024-04-14,Frax Ether,0.0
1713139200,2024-04-15,Frax,27116.0
1713139200,2024-04-15,Frax Swap,13479.0
1713139200,2024-04-15,Frax Ether,0.0
1713225600,2024-04-16,Frax,27135.0
1713225600,2024-04-16,Frax Swap,9798.0
1713225600,2024-04-16,Frax Ether,0.0
1713312000,2024-04-17,Frax,26448.0
1713312000,2024-04-17,Frax Swap,7734.0
1713312000,2024-04-17,Frax Ether,0.0
1713398400,2024-04-18,Frax,25845.0
1713398400,2024-04-18,Frax Swap,6445.0
1713398400,2024-04-18,Frax Ether,512460.0
1713484800,2024-04-19,Frax,26881.0
1713484800,2024-04-19,Frax Swap,8247.0
1713484800,2024-04-19,Frax Ether,0.0
1713571200,2024-04-20,Frax,22427.0
1713571200,2024-04-20,Frax Swap,3802.0
1713571200,2024-04-20,Frax Ether,0.0
1713657600,2024-04-21,Frax,22631.0
1713657600,2024-04-21,Frax Swap,3574.0
1713657600,2024-04-21,Frax Ether,0.0
1713744000,2024-04-22,Frax,22896.0
1713744000,2024-04-22,Frax Swap,4885.0
1713744000,2024-04-22,Frax Ether,0.0
1713830400,2024-04-23,Frax,23182.0
1713830400,2024-04-23,Frax Swap,6656.0
1713830400,2024-04-23,Frax Ether,0.0
1713916800,2024-04-24,Frax,23186.0
1713916800,2024-04-24,Frax Swap,5161.0
1713916800,2024-04-24,Frax Ether,0.0
1714003200,2024-04-25,Frax,22613.0
1714003200,2024-04-25,Frax Swap,6030.0
1714003200,2024-04-25,Frax Ether,354069.0
1714089600,2024-04-26,Frax,21869.0
1714089600,2024-04-26,Frax Swap,8137.0
1714089600,2024-04-26,Frax Ether,0.0
1714176000,2024-04-27,Frax,21710.0
1714176000,2024-04-27,Frax Swap,12283.0
1714176000,2024-04-27,Frax Ether,0.0
1714262400,2024-04-28,Frax,21317.0
1714262400,2024-04-28,Frax Swap,4820.0
1714262400,2024-04-28,Frax Ether,0.0
1714348800,2024-04-29,Frax,20865.0
1714348800,2024-04-29,Frax Swap,4107.0
1714348800,2024-04-29,Frax Ether,0.0
1714435200,2024-04-30,Frax,20305.0
1714435200,2024-04-30,Frax Swap,9597.0
1714435200,2024-04-30,Frax Ether,0.0
1714521600,2024-05-01,Frax,19543.0
1714521600,2024-05-01,Frax Swap,6525.0
1714521600,2024-05-01,Frax Ether,0.0
1714608000,2024-05-02,Frax,1688.0
1714608000,2024-05-02,Frax Swap,3684.0
1714608000,2024-05-02,Frax Ether,364935.0
1714694400,2024-05-03,Frax,19157.0
1714694400,2024-05-03,Frax Swap,4252.0
1714694400,2024-05-03,Frax Ether,0.0
1714780800,2024-05-04,Frax,19031.0
1714780800,2024-05-04,Frax Swap,2310.0
1714780800,2024-05-04,Frax Ether,0.0
1714867200,2024-05-05,Frax,18692.0
1714867200,2024-05-05,Frax Swap,5466.0
1714867200,2024-05-05,Frax Ether,0.0
1714953600,2024-05-06,Frax,18817.0
1714953600,2024-05-06,Frax Swap,6069.0
1714953600,2024-05-06,Frax Ether,0.0
1715040000,2024-05-07,Frax,19605.0
1715040000,2024-05-07,Frax Swap,4111.0
1715040000,2024-05-07,Frax Ether,0.0
1715126400,2024-05-08,Frax,18663.0
1715126400,2024-05-08,Frax Swap,4864.0
1715126400,2024-05-08,Frax Ether,0.0
1715212800,2024-05-09,Frax,18035.0
1715212800,2024-05-09,Frax Swap,6301.0
1715212800,2024-05-09,Frax Ether,301514.0
1715299200,2024-05-10,Frax,19103.0
1715299200,2024-05-10,Frax Swap,3432.0
1715299200,2024-05-10,Frax Ether,0.0
1715385600,2024-05-11,Frax,18208.0
1715385600,2024-05-11,Frax Swap,3281.0
1715385600,2024-05-11,Frax Ether,0.0
1715472000,2024-05-12,Frax,18047.0
1715472000,2024-05-12,Frax Swap,3842.0
1715472000,2024-05-12,Frax Ether,0.0
1715558400,2024-05-13,Frax,18031.0
1715558400,2024-05-13,Frax Swap,4581.0
1715558400,2024-05-13,Frax Ether,0.0
1715644800,2024-05-14,Frax,18837.0
1715644800,2024-05-14,Frax Swap,3220.0
1715644800,2024-05-14,Frax Ether,0.0
1715731200,2024-05-15,Frax,18531.0
1715731200,2024-05-15,Frax Swap,3900.0
1715731200,2024-05-15,Frax Ether,0.0
1715817600,2024-05-16,Frax,17869.0
1715817600,2024-05-16,Frax Swap,4021.0
1715817600,2024-05-16,Frax Ether,348452.0
1715904000,2024-05-17,Frax,17860.0
1715904000,2024-05-17,Frax Swap,2691.0
1715904000,2024-05-17,Frax Ether,0.0
1715990400,2024-05-18,Frax,17735.0
1715990400,2024-05-18,Frax Swap,3433.0
1715990400,2024-05-18,Frax Ether,0.0
1716076800,2024-05-19,Frax,17870.0
1716076800,2024-05-19,Frax Swap,1805.0
1716076800,2024-05-19,Frax Ether,0.0
1716163200,2024-05-20,Frax,18129.0
1716163200,2024-05-20,Frax Swap,6944.0
1716163200,2024-05-20,Frax Ether,0.0
1716249600,2024-05-21,Frax,18809.0
1716249600,2024-05-21,Frax Swap,7109.0
1716249600,2024-05-21,Frax Ether,0.0
1716336000,2024-05-22,Frax,18763.0
1716336000,2024-05-22,Frax Swap,3816.0
1716336000,2024-05-22,Frax Ether,0.0
1716422400,2024-05-23,Frax,18545.0
1716422400,2024-05-23,Frax Swap,6859.0
1716422400,2024-05-23,Frax Ether,370263.0
1716508800,2024-05-24,Frax,18698.0
1716508800,2024-05-24,Frax Swap,9294.0
1716508800,2024-05-24,Frax Ether,0.0
1716595200,2024-05-25,Frax,18472.0
1716595200,2024-05-25,Frax Swap,4443.0
1716595200,2024-05-25,Frax Ether,0.0
1716681600,2024-05-26,Frax,18463.0
1716681600,2024-05-26,Frax Swap,1778.0
1716681600,2024-05-26,Frax Ether,0.0
1716768000,2024-05-27,Frax,17907.0
1716768000,2024-05-27,Frax Swap,3846.0
1716768000,2024-05-27,Frax Ether,0.0
1716854400,2024-05-28,Frax,19709.0
1716854400,2024-05-28,Frax Swap,7105.0
1716854400,2024-05-28,Frax Ether,0.0
1716940800,2024-05-29,Frax,18822.0
1716940800,2024-05-29,Frax Swap,3738.0
1716940800,2024-05-29,Frax Ether,0.0
1717027200,2024-05-30,Frax,17839.0
1717027200,2024-05-30,Frax Swap,3454.0
1717027200,2024-05-30,Frax Ether,435219.0
1717113600,2024-05-31,Frax,17787.0
1717113600,2024-05-31,Frax Swap,6099.0
1717113600,2024-05-31,Frax Ether,0.0
1717200000,2024-06-01,Frax,17846.0
1717200000,2024-06-01,Frax Swap,3203.0
1717200000,2024-06-01,Frax Ether,0.0
1717286400,2024-06-02,Frax,18862.0
1717286400,2024-06-02,Frax Swap,3564.0
1717286400,2024-06-02,Frax Ether,0.0
1717372800,2024-06-03,Frax,18831.0
1717372800,2024-06-03,Frax Swap,3887.0
1717372800,2024-06-03,Frax Ether,0.0
1717459200,2024-06-04,Frax,18862.0
1717459200,2024-06-04,Frax Swap,2533.0
1717459200,2024-06-04,Frax Ether,0.0
1717545600,2024-06-05,Frax,18615.0
1717545600,2024-06-05,Frax Swap,1682.0
1717545600,2024-06-05,Frax Ether,0.0
1717632000,2024-06-06,Frax,19424.0
1717632000,2024-06-06,Frax Swap,2035.0
1717632000,2024-06-06,Frax Ether,435209.0
1717718400,2024-06-07,Frax,18331.0
1717718400,2024-06-07,Frax Swap,11376.0
1717718400,2024-06-07,Frax Ether,0.0
1717804800,2024-06-08,Frax,17359.0
1717804800,2024-06-08,Frax Swap,5234.0
1717804800,2024-06-08,Frax Ether,0.0
1717891200,2024-06-09,Frax,17078.0
1717891200,2024-06-09,Frax Swap,2032.0
1717891200,2024-06-09,Frax Ether,0.0
1717977600,2024-06-10,Frax,16999.0
1717977600,2024-06-10,Frax Swap,3015.0
1717977600,2024-06-10,Frax Ether,0.0
1718064000,2024-06-11,Frax,16849.0
1718064000,2024-06-11,Frax Swap,5129.0
1718064000,2024-06-11,Frax Ether,0.0
1718150400,2024-06-12,Frax,17553.0
1718150400,2024-06-12,Frax Swap,5855.0
1718150400,2024-06-12,Frax Ether,0.0
1718236800,2024-06-13,Frax,15330.0
1718236800,2024-06-13,Frax Swap,6517.0
1718236800,2024-06-13,Frax Ether,442447.0
1718323200,2024-06-14,Frax,14696.0
1718323200,2024-06-14,Frax Swap,4859.0
1718323200,2024-06-14,Frax Ether,0.0
1718409600,2024-06-15,Frax,15345.0
1718409600,2024-06-15,Frax Swap,3302.0
1718409600,2024-06-15,Frax Ether,0.0
1718496000,2024-06-16,Frax,15292.0
1718496000,2024-06-16,Frax Swap,2392.0
1718496000,2024-06-16,Frax Ether,0.0
1718582400,2024-06-17,Frax,15047.0
1718582400,2024-06-17,Frax Swap,12005.0
1718582400,2024-06-17,Frax Ether,0.0
1718668800,2024-06-18,Frax,14332.0
1718668800,2024-06-18,Frax Swap,10358.0
1718668800,2024-06-18,Frax Ether,0.0
1718755200,2024-06-19,Frax,14763.0
1718755200,2024-06-19,Frax Swap,4228.0
1718755200,2024-06-19,Frax Ether,0.0
1718841600,2024-06-20,Frax,13670.0
1718841600,2024-06-20,Frax Swap,3793.0
1718841600,2024-06-20,Frax Ether,384067.0
1718928000,2024-06-21,Frax,14932.0
1718928000,2024-06-21,Frax Swap,3813.0
1718928000,2024-06-21,Frax Ether,0.0
1719014400,2024-06-22,Frax,14823.0
1719014400,2024-06-22,Frax Swap,2687.0
1719014400,2024-06-22,Frax Ether,0.0
1719100800,2024-06-23,Frax,14906.0
1719100800,2024-06-23,Frax Swap,1822.0
1719100800,2024-06-23,Frax Ether,0.0
1719187200,2024-06-24,Frax,14748.0
1719187200,2024-06-24,Frax Swap,4792.0
1719187200,2024-06-24,Frax Ether,0.0
1719273600,2024-06-25,Frax,6449.0
1719273600,2024-06-25,Frax Swap,2353.0
1719273600,2024-06-25,Frax Ether,0.0
1719360000,2024-06-26,Frax,13344.0
1719360000,2024-06-26,Frax Swap,2801.0
1719360000,2024-06-26,Frax Ether,0.0
1719446400,2024-06-27,Frax,13894.0
